Receptor,subset,match_features,Score Type,s_score,Hits,Enrichment,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,hyd,don,acc,donhyd,catdon,hydaro,aniacc,donacc,features,all_same,hyd_prop,don_prop,acc_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality
M4,gh,6,dE,-1.13571,5,1.996491228,10.863677,1.3384842,5.7881103,11.474718,1.9664854,5.6849031,3,1,1,0,0,2,0,0,7,0,0.428571429,0.142857143,0.142857143,0,0,0.285714286,0,0,0
M4,gh,3,dU(class),-1.37273,566,0.987663505,10.254138,1.1698699,5.551681,11.474718,1.9664854,6.1299744,3,1,1,0,0,1,0,1,7,0,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0,0.142857143,0
M4,gh,3,dU,-6.67139,40,0.499122807,4.6616635,0.68551046,2.5542939,8.9425039,4.8954334,7.5081263,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,0
OPRD,gh,4,dE(class),-1.35462,131,1.336465062,11.645137,0.70202285,6.8381982,9.7123919,3.8044081,6.9172196,4,0,1,0,1,0,0,1,7,0,0.571428571,0,0.142857143,0,0.142857143,0,0,0.142857143,0
OPRD,gh,3,dE,-4.53008,118,2.472837897,18.287058,1.2415793,7.8011494,9.7123919,8.0832396,9.1219521,0,0,1,0,4,1,0,1,7,0,0,0,0.142857143,0,0.571428571,0.142857143,0,0.142857143,1
OPRD,gh,5,dU(class),-0.59375,223,1.046797746,8.7385683,1.1666714,5.334064,9.3818321,3.6702714,5.7783661,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRD,gh,3,dU,-5.35913,499,1.081804635,3.9322362,0.74671113,2.0477686,9.7103195,8.0832396,8.849658,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
OPRK,gh,3,dE(class),-0.941176,532,1.069548872,14.672252,1.4723023,9.0024605,9.8813,5.7090173,7.5026956,5,1,1,0,0,0,0,0,7,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0
OPRK,gh,4,dE,-5.32062,151,1.480368969,11.0444,0.58832049,4.8165736,6.6114206,4.5931778,5.9498806,3,0,3,0,1,0,0,0,7,0,0.428571429,0,0.428571429,0,0.142857143,0,0,0,0
OPRK,gh,4,dU(class),-1.57692,261,1.245758073,14.672252,1.1671053,7.8480549,9.8813,2.9462502,6.2734203,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRK,gh,5,dU,-5.56058,1,10.16071429,14.246109,0.93136621,8.2048025,10.810452,4.5931778,7.2248783,1,0,0,0,6,0,0,0,7,0,0.142857143,0,0,0,0.857142857,0,0,0,1
OPRM,gh,5,dE(class),-1.28462,63,1.36328242,17.513536,1.164958,8.9759531,10.255476,7.7476344,8.8721304,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRM,gh,4,dE,-3.40769,173,1.30319555,16.630346,1.164958,9.9348974,10.255476,5.9956641,8.6913157,2,1,0,0,2,1,0,1,7,0,0.285714286,0.142857143,0,0,0.285714286,0.142857143,0,0.142857143,0
OPRM,gh,4,dU(class),-1.66667,465,1.131304524,14.44929,1.1705379,6.8740063,9.7044811,6.8078933,8.0946045,4,1,1,0,0,1,0,0,7,0,0.571428571,0.142857143,0.142857143,0,0,0.142857143,0,0,0
OPRM,gh,3,dU,-4.55808,466,1.128876832,16.35857,0.62920266,8.9878902,10.09668,7.0014529,8.4275799,2,0,0,0,5,0,0,0,7,0,0.285714286,0,0,0,0.714285714,0,0,0,0
