Enrichment,GH,Active_Rate,Hits,Actives,filename,fbase,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,receptor,hyd,don,acc,ani,cat,aro,donhyd,catdon,hydaro,aniacc,donacc,features,s_score,hyd_prop,don_prop,acc_prop,ani_prop,cat_prop,aro_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality
NaN,NaN,NaN,0,0,4587.ph4,4587,4.3881345,1.0809205,2.5409267,37.969467,34.047104,35.454037,D2,0,0,1,0,0,0,0,2,0,0,1,4,-2.2768755,0,0,0.25,0,0,0,0,0.5,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1971.ph4,1971,4.3916411,2.2344887,3.1626401,37.02792,34.161777,35.211842,D2,0,1,2,0,0,0,0,0,0,0,1,4,-1.1375,0,0.25,0.5,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,3238.ph4,3238,4.3933349,0.58524698,2.9101729,32.384899,30.166054,31.3519,D2,1,0,0,0,0,0,0,2,0,0,1,4,-3.1442809,0.25,0,0,0,0,0,0,0.5,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,4141.ph4,4141,4.4929743,2.4423788,3.2453487,35.833412,33.33168,34.789833,D2,1,1,1,0,0,0,0,0,0,0,1,4,-0.50999999,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,4282.ph4,4282,4.4950485,0.99868566,2.9136763,38.224369,35.39035,37.279121,D2,1,1,2,0,0,0,0,0,0,0,0,4,-0.32777777,0.25,0.25,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1775.ph4,1775,4.4953194,1.469328,3.1381915,38.768597,35.210915,36.848183,D2,2,0,1,0,0,0,0,0,0,0,1,4,-0.36250001,0.5,0,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,3083.ph4,3083,4.4968724,0.66708398,2.65676,37.960796,35.160946,35.940598,D2,4,0,0,0,0,0,0,0,0,0,0,4,-0.27777779,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4137.ph4,4137,4.5006337,2.23294,3.2348788,35.183968,32.27507,34.371754,D2,2,2,0,0,0,0,0,0,0,0,0,4,-1.22,0.5,0.5,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,542.ph4,542,4.5027227,1.4555634,3.0252824,32.80434,30.514967,31.81811,D2,1,0,1,0,0,0,0,2,0,0,0,4,-1.3018799,0.25,0,0.25,0,0,0,0,0.5,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4342.ph4,4342,4.5039015,1.9158304,2.9186811,34.624256,32.708263,33.49242,D2,0,1,1,0,0,0,0,2,0,0,0,4,-4.0378127,0,0.25,0.25,0,0,0,0,0.5,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2722.ph4,2722,4.5298276,1.5306394,2.7746482,34.162106,29.944866,31.9429,D2,3,0,0,0,0,0,0,0,0,0,1,4,-0.48571429,0.75,0,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1555.ph4,1555,4.5477285,2.5501351,3.7585783,36.033497,32.037643,34.273407,D2,1,0,1,0,0,0,0,1,0,0,1,4,-1.1166667,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,2777.ph4,2777,4.5497379,1.8867416,3.199491,29.998629,26.933765,28.367805,D2,1,0,1,0,0,0,0,2,0,0,0,4,-0.38749999,0.25,0,0.25,0,0,0,0,0.5,0,0,0,Not Quality
1.242807,0.081145898,0.14473684,152,22,4458.ph4,4458,4.5771422,1.3156683,2.5626154,35.812389,32.042282,33.874119,D2,3,0,1,0,0,0,0,0,0,0,0,4,-0.80633062,0.75,0,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3445.ph4,3445,4.5899134,0.99088901,3.2783349,35.848457,31.624243,33.290661,D2,3,0,0,0,0,0,0,0,0,0,1,4,-0.30833334,0.75,0,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,4153.ph4,4153,4.6128902,0.9903363,3.0225716,36.054012,32.907009,34.459579,D2,1,1,2,0,0,0,0,0,0,0,0,4,-0.84615386,0.25,0.25,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2772.ph4,2772,4.6559772,0.95000684,2.5554888,34.387775,30.166054,32.127975,D2,1,0,0,0,0,0,0,3,0,0,0,4,-2.2960889,0.25,0,0,0,0,0,0,0.75,0,0,0,Not Quality
NaN,NaN,NaN,0,0,277.ph4,277,4.6587687,1.5241395,2.961365,33.33168,29.130566,31.224138,D2,1,0,0,0,0,0,0,2,0,0,1,4,-3.2900763,0.25,0,0,0,0,0,0,0.5,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,782.ph4,782,4.6792984,2.2795224,3.3129215,34.32309,31.875441,33.143269,D2,0,0,2,0,0,0,0,2,0,0,0,4,-3.0312407,0,0,0.5,0,0,0,0,0.5,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2609.ph4,2609,4.725697,1.389153,2.8603621,30.536112,28.358093,29.617317,D2,1,2,1,0,0,0,0,0,0,0,0,4,-0.75,0.25,0.5,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2332.ph4,2332,4.732708,1.2570616,2.8692303,35.283813,33.816006,34.459255,D2,1,1,1,0,0,0,0,0,0,0,1,4,-0.98750001,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1259.ph4,1259,4.7406468,2.0467451,3.0367486,36.683601,35.009247,35.703392,D2,1,1,1,0,0,0,0,0,0,0,1,4,-0.74444443,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,3316.ph4,3316,4.7514758,2.2335236,3.5659037,38.648407,34.095772,36.412594,D2,0,2,2,0,0,0,0,0,0,0,0,4,-0.68000001,0,0.5,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2058.ph4,2058,4.7700877,1.2114822,2.9001217,37.030754,33.129776,34.847954,D2,0,0,1,0,0,0,0,1,0,0,2,4,-2.2785957,0,0,0.25,0,0,0,0,0.25,0,0,0.5,Not Quality
NaN,NaN,NaN,0,0,2045.ph4,2045,4.7728758,1.4165801,3.1700952,33.686745,29.332611,31.41094,D2,2,0,0,0,0,0,0,0,0,0,2,4,-0.36000001,0.5,0,0,0,0,0,0,0,0,0,0.5,Not Quality
NaN,NaN,NaN,0,0,2540.ph4,2540,4.7774515,0.71859443,3.292275,38.805149,34.690998,36.611195,D2,2,0,2,0,0,0,0,0,0,0,0,4,-3.011363,0.5,0,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3574.ph4,3574,4.7815633,1.51897,2.9758008,37.146587,34.496799,35.313152,D2,1,0,1,0,0,0,0,0,0,0,2,4,-0.3952381,0.25,0,0.25,0,0,0,0,0,0,0,0.5,Not Quality
NaN,NaN,NaN,0,0,2238.ph4,2238,4.7914157,2.4750357,3.2673545,31.841402,27.234291,29.137852,D2,1,1,2,0,0,0,0,0,0,0,0,4,-0.40909091,0.25,0.25,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2526.ph4,2526,4.7997036,2.2308385,3.5394707,36.834751,34.107182,35.297939,D2,2,1,1,0,0,0,0,0,0,0,0,4,-0.47,0.5,0.25,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,242.ph4,242,4.8158727,1.9056367,3.3362856,34.68372,30.011652,31.855536,D2,3,0,0,0,0,0,0,0,0,0,1,4,-0.35714287,0.75,0,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1698.ph4,1698,4.8241086,2.4210238,3.0666664,38.032242,34.309944,35.944443,D2,3,0,1,0,0,0,0,0,0,0,0,4,-0.11666667,0.75,0,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3862.ph4,3862,4.8274069,1.9775753,3.0044644,35.700741,31.097136,33.087891,D2,0,0,1,0,0,0,0,2,0,0,1,4,-1.9784033,0,0,0.25,0,0,0,0,0.5,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,4775.ph4,4775,4.8298903,2.1936808,3.128294,38.233829,34.882713,36.989037,D2,2,1,1,0,0,0,0,0,0,0,0,4,-0.57999998,0.5,0.25,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2576.ph4,2576,4.8419089,0.71421355,3.0063205,32.856247,30.166054,31.911385,D2,1,0,1,0,0,0,0,2,0,0,0,4,-1.5237321,0.25,0,0.25,0,0,0,0,0.5,0,0,0,Not Quality
1.0101961,0.017088115,0.11764706,34,4,433.ph4,433,4.8542619,1.3893,2.9533756,33.290112,29.206604,31.161638,D2,4,0,0,0,0,0,0,0,0,0,0,4,-0.38,1,0,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4670.ph4,4670,4.8780522,1.8541243,3.2626581,35.675232,32.513813,34.585548,D2,2,0,1,0,0,0,0,0,0,0,1,4,-0.13,0.5,0,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1041.ph4,1041,4.882359,2.2335236,3.5789559,38.758163,34.095772,36.412312,D2,0,2,2,0,0,0,0,0,0,0,0,4,-0.83333331,0,0.5,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4763.ph4,4763,4.9193029,2.3895776,3.3219218,36.091736,31.591053,34.321095,D2,1,1,1,0,0,0,0,1,0,0,0,4,-1.8708677,0.25,0.25,0.25,0,0,0,0,0.25,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2488.ph4,2488,4.920188,1.0277947,2.7973592,31.815016,30.031849,31.213697,D2,1,0,1,0,0,0,0,2,0,0,0,4,-3.0676939,0.25,0,0.25,0,0,0,0,0.5,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4481.ph4,4481,4.9411783,0.50371915,2.6055996,31.456875,27.746532,29.709946,D2,3,0,1,0,0,0,0,0,0,0,0,4,-1.9209213,0.75,0,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1440.ph4,1440,4.9969316,2.2325058,3.6587491,35.700741,32.513813,34.488037,D2,0,1,1,0,0,0,0,0,0,0,2,4,-0.5272727,0,0.25,0.25,0,0,0,0,0,0,0,0.5,Not Quality
NaN,NaN,NaN,0,0,663.ph4,663,5.0250297,1.5071092,3.0660539,32.513813,29.536736,30.464777,D2,0,1,1,0,0,0,0,0,0,0,2,4,-0.75882351,0,0.25,0.25,0,0,0,0,0,0,0,0.5,Not Quality
NaN,NaN,NaN,0,0,4232.ph4,4232,5.0526786,2.1804428,3.6245871,38.126717,33.413342,35.125164,D2,0,0,1,0,0,0,0,2,0,0,1,4,-1.8084822,0,0,0.25,0,0,0,0,0.5,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1843.ph4,1843,5.0665841,2.5176682,3.5990183,38.696423,34.317245,36.00095,D2,3,0,0,0,0,0,0,0,1,0,0,4,-0.2,0.75,0,0,0,0,0,0,0,0.25,0,0,Not Quality
NaN,NaN,NaN,0,0,4568.ph4,4568,5.0666046,0.89852655,3.1119876,35.183968,32.305653,34.350719,D2,3,0,0,0,0,0,0,0,0,0,1,4,-0.34615386,0.75,0,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,4977.ph4,4977,5.074182,0.81971395,3.5583632,38.199291,33.95866,35.571636,D2,3,0,0,0,0,0,0,0,1,0,0,4,-0.17058824,0.75,0,0,0,0,0,0,0,0.25,0,0,Not Quality
NaN,NaN,NaN,0,0,3684.ph4,3684,5.0757027,2.6098528,3.3005524,36.033497,32.67701,34.543606,D2,2,0,0,0,0,0,0,1,0,0,1,4,-0.41874999,0.5,0,0,0,0,0,0,0.25,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,102.ph4,102,5.0791264,1.0977491,2.9069316,35.833412,31.097136,33.605003,D2,1,1,0,0,0,0,0,2,0,0,0,4,-2.5712044,0.25,0.25,0,0,0,0,0,0.5,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3813.ph4,3813,5.0990896,1.3197364,3.3948948,34.281708,30.634781,32.618561,D2,1,0,1,0,0,0,0,0,0,2,0,4,-0.33636364,0.25,0,0.25,0,0,0,0,0,0,0.5,0,Not Quality
NaN,NaN,NaN,0,0,1733.ph4,1733,5.1001215,1.7701023,3.9496496,34.846462,30.203703,32.856579,D2,2,0,0,0,0,0,0,0,0,0,2,4,-0.55000001,0.5,0,0,0,0,0,0,0,0,0,0.5,Not Quality
NaN,NaN,NaN,0,0,3997.ph4,3997,5.1043057,2.6406004,3.9235585,38.061481,34.415649,36.196892,D2,1,0,1,0,0,0,0,0,0,0,2,4,-0.35454544,0.25,0,0.25,0,0,0,0,0,0,0,0.5,Not Quality
NaN,NaN,NaN,0,0,2519.ph4,2519,5.1412201,2.2314053,3.4968705,32.10191,27.096954,29.683701,D2,1,0,1,0,0,0,0,0,0,2,0,4,-0.13333334,0.25,0,0.25,0,0,0,0,0,0,0.5,0,Not Quality
NaN,NaN,NaN,0,0,1637.ph4,1637,5.143106,2.200099,3.3998818,33.86367,29.982405,31.817875,D2,2,0,0,0,0,0,0,0,0,2,0,4,-0.42631578,0.5,0,0,0,0,0,0,0,0,0.5,0,Not Quality
NaN,NaN,NaN,0,0,4837.ph4,4837,5.1458344,1.7183691,3.3801353,32.220852,28.407896,30.324404,D2,3,0,1,0,0,0,0,0,0,0,0,4,-0.31999999,0.75,0,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2845.ph4,2845,5.1556544,1.4473621,2.9970524,34.637981,29.86581,32.602089,D2,1,0,0,0,0,0,0,2,0,0,1,4,-0.80104995,0.25,0,0,0,0,0,0,0.5,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,2047.ph4,2047,5.1695147,1.3332269,3.108104,32.482136,29.181599,30.658806,D2,1,0,0,0,0,0,0,2,0,1,0,4,-2.6212621,0.25,0,0,0,0,0,0,0.5,0,0.25,0,Not Quality
NaN,NaN,NaN,0,0,988.ph4,988,5.2004538,2.4750357,3.4960227,32.28828,27.234291,29.249573,D2,1,1,2,0,0,0,0,0,0,0,0,4,-0.24166666,0.25,0.25,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1285.ph4,1285,5.2006392,2.1851444,3.6163538,36.06123,31.034122,33.968616,D2,1,2,1,0,0,0,0,0,0,0,0,4,-1.61,0.25,0.5,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1953.ph4,1953,5.2297621,1.4559488,4.0272355,39.085815,36.033497,37.467274,D2,1,0,1,0,0,0,0,2,0,0,0,4,-1.3393755,0.25,0,0.25,0,0,0,0,0.5,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1588.ph4,1588,5.2397733,2.198729,3.7374356,35.250904,30.031849,32.727715,D2,0,0,0,0,0,0,0,4,0,0,0,4,-3.0142696,0,0,0,0,0,0,0,1,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3743.ph4,3743,5.2914042,1.6039994,3.8093328,33.204929,28.889616,30.815468,D2,1,1,1,0,0,0,0,0,0,0,1,4,-0.66363639,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,3881.ph4,3881,5.2932372,1.9029354,3.3609366,33.769619,28.684761,31.292759,D2,2,0,2,0,0,0,0,0,0,0,0,4,-0.77142859,0.5,0,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4100.ph4,4100,5.2948585,0.63353455,2.9548993,34.345947,29.731659,31.161472,D2,2,1,0,0,0,0,0,0,0,0,1,4,-1.1444445,0.5,0.25,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,4999.ph4,4999,5.2962108,1.2838489,3.5814111,32.614941,27.551899,30.899178,D2,0,1,2,0,0,0,0,0,0,0,1,4,-0.80000001,0,0.25,0.5,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,565.ph4,565,5.3324552,2.2004402,3.4902925,33.059875,28.766874,30.508383,D2,1,0,1,0,0,0,0,2,0,0,0,4,-0.5181818,0.25,0,0.25,0,0,0,0,0.5,0,0,0,Not Quality
NaN,NaN,NaN,0,0,793.ph4,793,5.3520761,1.4521129,3.4072046,38.71093,34.669491,36.384464,D2,3,0,0,0,0,0,0,0,0,0,1,4,-0.5,0.75,0,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,3065.ph4,3065,5.3716784,0.92434299,3.9465876,36.070393,31.028921,33.636395,D2,1,0,1,0,0,0,0,1,0,0,1,4,-3.3292353,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1238.ph4,1238,5.3803291,2.3193874,3.7038193,31.498577,27.735151,30.236168,D2,2,0,0,0,0,0,0,0,0,2,0,4,-0.2,0.5,0,0,0,0,0,0,0,0,0.5,0,Not Quality
NaN,NaN,NaN,0,0,2397.ph4,2397,5.3931293,1.8252677,3.5760965,35.335747,33.077633,34.432884,D2,1,0,1,0,0,0,0,1,0,0,1,4,-0.91536027,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,3940.ph4,3940,5.4081597,1.363549,3.5976093,31.695744,26.366055,29.392138,D2,2,0,0,0,0,0,0,0,0,0,2,4,-0.47142857,0.5,0,0,0,0,0,0,0,0,0,0.5,Not Quality
NaN,NaN,NaN,0,0,842.ph4,842,5.4109464,2.3751307,4.2842331,36.578899,31.88063,34.318111,D2,2,0,2,0,0,0,0,0,0,0,0,4,-0.18333334,0.5,0,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,2340.ph4,2340,5.4124694,2.1830928,4.1317501,35.047668,31.829081,33.373051,D2,0,0,1,0,0,0,0,2,0,0,1,4,-3.509532,0,0,0.25,0,0,0,0,0.5,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,346.ph4,346,5.413444,2.4742937,3.9726479,35.702057,35.097847,35.353832,D2,0,1,2,0,0,0,0,0,0,0,1,4,-1.3625,0,0.25,0.5,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,2872.ph4,2872,5.4147696,1.4469347,3.4309049,34.745148,30.318384,32.801712,D2,3,1,0,0,0,0,0,0,0,0,0,4,-0.55263156,0.75,0.25,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3941.ph4,3941,5.4191532,0.86432689,3.2190778,33.133812,29.226223,30.462395,D2,3,0,0,0,0,0,0,0,0,0,1,4,-0.28333333,0.75,0,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,3324.ph4,3324,5.4194636,1.8721527,4.2192721,36.354984,32.568344,34.180012,D2,2,0,1,0,0,0,0,0,0,0,1,4,-0.1,0.5,0,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,47.ph4,47,5.450593,1.8125546,3.7409163,37.918499,34.957764,36.917873,D2,3,0,0,0,0,0,0,0,0,0,1,4,-0.22,0.75,0,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,4199.ph4,4199,5.4598646,1.4464488,3.5325198,34.751904,30.093143,32.086864,D2,1,1,1,0,0,0,0,0,0,0,1,4,-0.95555556,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1393.ph4,1393,5.4893975,2.5232635,3.8147182,37.41655,34.670242,35.832977,D2,2,0,0,0,0,0,0,0,0,0,2,4,-0.45555556,0.5,0,0,0,0,0,0,0,0,0,0.5,Not Quality
NaN,NaN,NaN,0,0,169.ph4,169,5.493886,1.5309321,3.3499384,36.422718,32.305653,34.829762,D2,2,0,0,0,0,0,0,0,1,0,1,4,-0.35555556,0.5,0,0,0,0,0,0,0,0.25,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1759.ph4,1759,5.5070825,2.5250952,4.1228199,35.807804,31.034122,34.144592,D2,2,1,0,0,0,0,0,0,0,0,1,4,-0.65333331,0.5,0.25,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,486.ph4,486,5.5254393,1.5269718,3.1495719,32.101639,27.746532,29.867859,D2,1,0,1,0,0,0,0,2,0,0,0,4,-2.2980313,0.25,0,0.25,0,0,0,0,0.5,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3780.ph4,3780,5.5397482,1.1651498,3.1984174,34.076073,28.751278,31.753408,D2,1,0,2,0,0,0,0,0,0,0,1,4,-0.24166666,0.25,0,0.5,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1136.ph4,1136,5.577692,2.1645744,3.7057574,34.418835,29.731659,31.732807,D2,0,0,0,0,0,0,0,2,0,0,2,4,-1.5429373,0,0,0,0,0,0,0,0.5,0,0,0.5,Not Quality
NaN,NaN,NaN,0,0,1468.ph4,1468,5.6051402,2.4002523,4.0542517,32.856247,27.973402,30.569687,D2,2,0,2,0,0,0,0,0,0,0,0,4,-1.9278132,0.5,0,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,146.ph4,146,5.6103201,1.3301473,3.8985581,32.67701,27.506248,29.98279,D2,2,0,1,0,0,0,0,0,0,0,1,4,-0.2,0.5,0,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,1873.ph4,1873,5.6192818,2.182621,3.6385186,40.056816,37.02792,38.078995,D2,1,0,0,0,0,0,0,2,0,0,1,4,-2.2111516,0.25,0,0,0,0,0,0,0.5,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,667.ph4,667,5.6371384,1.6020421,3.184345,32.384899,28.136944,30.082369,D2,1,0,1,0,0,0,0,2,0,0,0,4,-3.5536995,0.25,0,0.25,0,0,0,0,0.5,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4025.ph4,4025,5.6450219,0.52089733,3.0360031,35.279682,30.590181,32.031551,D2,2,0,0,0,0,0,0,1,0,0,1,4,-0.76525861,0.5,0,0,0,0,0,0,0.25,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,2938.ph4,2938,5.6611776,2.8229105,4.2314749,37.41655,32.612312,34.960857,D2,2,0,1,0,0,0,0,0,0,0,1,4,-0.1875,0.5,0,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,3128.ph4,3128,5.6726646,1.385469,3.9054141,33.864868,28.407728,30.851236,D2,1,0,1,0,0,0,0,1,0,0,1,4,-3.4987264,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,2686.ph4,2686,5.6728754,1.847888,3.3889472,34.824917,29.998629,33.08276,D2,1,0,0,0,0,0,0,2,0,0,1,4,-2.6943636,0.25,0,0,0,0,0,0,0.5,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,393.ph4,393,5.6762967,2.5207541,3.5968325,38.336319,34.309944,36.048943,D2,4,0,0,0,0,0,0,0,0,0,0,4,-3.6595857,1,0,0,0,0,0,0,0,0,0,0,Not Quality
0,0,0,2,0,2285.ph4,2285,5.6824436,2.1784632,3.8438766,32.074997,27.217072,29.838343,D2,1,1,1,0,0,0,0,0,0,1,0,4,-1.4639796,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0,Not Quality
NaN,NaN,NaN,0,0,4349.ph4,4349,5.7030644,3.1281683,4.2268844,35.085224,31.971106,33.553062,D2,3,1,0,0,0,0,0,0,0,0,0,4,-1.5333333,0.75,0.25,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3638.ph4,3638,5.7067919,1.9998883,3.3901861,35.56459,31.456875,33.883713,D2,2,1,1,0,0,0,0,0,0,0,0,4,-0.58333331,0.5,0.25,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,568.ph4,568,5.7182689,1.6738491,3.6001949,37.089184,34.209072,35.368774,D2,0,1,3,0,0,0,0,0,0,0,0,4,-0.5,0,0.25,0.75,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,738.ph4,738,5.7432189,1.0131071,3.2772427,35.855202,30.118391,32.92762,D2,2,0,2,0,0,0,0,0,0,0,0,4,-1.8237922,0.5,0,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,3040.ph4,3040,5.7433629,2.7001565,4.0828094,38.04488,33.882767,36.132477,D2,2,0,2,0,0,0,0,0,0,0,0,4,-0.32666665,0.5,0,0.5,0,0,0,0,0,0,0,0,Not Quality
0.51263684,0.013980712,0.059701491,67,4,1414.ph4,1414,5.7487626,2.4106381,3.4616282,34.780136,31.966059,33.531033,D2,1,1,2,0,0,0,0,0,0,0,0,4,-2.7882941,0.25,0.25,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1535.ph4,1535,5.7657208,1.634922,3.3533719,35.270508,32.026581,33.394672,D2,1,2,1,0,0,0,0,0,0,0,0,4,-2.0444446,0.25,0.5,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,731.ph4,731,5.7778907,1.4180088,3.4472451,35.07877,29.929834,31.350117,D2,3,0,0,0,0,0,0,0,0,0,1,4,-0.23636363,0.75,0,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,2767.ph4,2767,5.8094678,2.2507567,4.3947096,35.082848,29.998629,32.784847,D2,3,0,0,0,0,0,0,0,0,0,1,4,-0.40000001,0.75,0,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,2721.ph4,2721,5.8483906,2.4687741,3.9960878,35.807804,30.281324,33.365498,D2,3,0,0,0,0,0,0,1,0,0,0,4,-2.3039169,0.75,0,0,0,0,0,0,0.25,0,0,0,Not Quality
NaN,NaN,NaN,0,0,288.ph4,288,5.8596191,2.2356036,3.8377638,39.402405,37.230721,38.166389,D2,2,1,1,0,0,0,0,0,0,0,0,4,-0.16,0.5,0.25,0.25,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,210.ph4,210,5.8671265,1.4469347,3.5680313,35.085224,30.318384,32.741859,D2,1,3,0,0,0,0,0,0,0,0,0,4,-2.1090908,0.25,0.75,0,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,1652.ph4,1652,5.8756046,1.8822662,4.3008089,33.982151,29.605532,31.421131,D2,1,1,1,0,0,0,0,0,0,0,1,4,-1.22,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,4207.ph4,4207,5.9232521,1.5916812,4.006856,38.381668,34.222649,35.912159,D2,2,1,0,0,0,0,0,0,0,0,1,4,-1.0714285,0.5,0.25,0,0,0,0,0,0,0,0,0.25,Not Quality
NaN,NaN,NaN,0,0,3617.ph4,3617,5.9467735,2.3144453,3.6947963,39.575169,34.835278,37.436176,D2,2,0,2,0,0,0,0,0,0,0,0,4,-0.11428571,0.5,0,0.5,0,0,0,0,0,0,0,0,Not Quality
NaN,NaN,NaN,0,0,4307.ph4,4307,5.9659014,2.9288647,4.3126192,34.23996,30.028515,32.107586,D2,1,1,2,0,0,0,0,0,0,0,0,4,-0.46363637,0.25,0.25,0.5,0,0,0,0,0,0,0,0,Not Quality
