Receptor,Score Type,s_score,Hits,max_feat,min_feat,avg_feat,max_centr,min_centr,avg_centr,hyd,don,acc,donhyd,catdon,hydaro,aniacc,donacc,features,all_same,hyd_prop,don_prop,acc_prop,donhyd_prop,catdon_prop,hydaro_prop,aniacc_prop,donacc_prop,quality,EF
D2,rand,-0.89999998,0,12.899682,2.4023867,8.4119825,40.71529,28.045614,33.554482,1,0,2,0,0,0,0,1,4,0,0.25,0,0.5,0,0,0,0,0.25,0,-999
D2,rand,-0.26190478,0,2.6151078,2.6151078,2.6151078,36.133404,34.722118,35.427761,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-0.35454544,0,5.1043057,2.6406004,3.9235585,38.061481,34.415649,36.196892,1,0,1,0,0,0,0,2,4,0,0.25,0,0.25,0,0,0,0,0.5,0,-999
D2,rand,-1.4400001,8,11.347111,2.1079674,6.2942915,39.831028,32.443352,35.708084,1,2,2,0,0,0,0,0,5,0,0.2,0.4,0.4,0,0,0,0,0,0,0
D2,rand,-0.53571427,0,2.4567263,1.1778392,1.7285312,36.27499,34.125782,35.218285,1,1,2,0,0,0,0,0,4,0,0.25,0.25,0.5,0,0,0,0,0,0,-999
D2,rand,-1.125,9,9.4239578,2.2213848,5.0441236,38.761189,29.90122,33.773235,2,2,1,0,0,0,0,0,5,0,0.4,0.4,0.2,0,0,0,0,0,0,1.5612121
D2,rand,-4.1895199,0,10.822678,1.3857843,5.8292208,41.294884,31.635698,38.217197,1,1,1,0,1,0,0,0,4,0,0.25,0.25,0.25,0,0.25,0,0,0,0,-999
D2,rand,-0.5,0,3.9070852,1.6360302,2.6592491,38.233829,36.27499,37.314888,1,1,2,0,0,0,0,0,4,0,0.25,0.25,0.5,0,0,0,0,0,0,-999
D2,rand,-0.55454546,1,7.0159664,2.4125791,4.5210652,35.700741,29.508244,33.394409,1,0,2,0,0,0,0,2,5,0,0.2,0,0.4,0,0,0,0,0.4,0,0
D2,rand,-1.5166667,0,22.606024,4.2059159,11.746011,45.772671,24.915276,35.499802,0,0,1,0,1,1,2,0,5,0,0,0,0.2,0,0.2,0.2,0.4,0,0,-999
D2,rand,-0.36000001,10,8.7990284,2.3193874,4.5426898,33.735352,26.407656,30.026064,4,0,0,0,1,0,0,0,5,0,0.8,0,0,0,0.2,0,0,0,0,0
D2,rand,-0.16,0,5.6943693,2.3193874,3.9199557,35.051224,30.268379,32.254055,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-0.5,13,7.1639118,1.531635,3.9900558,38.199291,31.804813,34.270004,3,0,0,0,0,1,0,1,5,0,0.6,0,0,0,0,0.2,0,0.2,0,0.61333334
D2,rand,-1.6,0,#NAME?,Inf,NaN,39.959953,39.959953,39.959953,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-999
D2,rand,-0.11111111,0,#NAME?,Inf,NaN,34.579422,34.579422,34.579422,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-1.8833333,0,21.709766,2.4236002,13.442761,47.819546,28.072304,38.382843,2,1,0,0,0,0,2,0,5,0,0.4,0.2,0,0,0,0,0.4,0,0,-999
D2,rand,-2.5467353,0,1.46463,1.46463,1.46463,31.992895,30.678062,31.33548,1,0,0,0,1,0,0,0,2,0,0.5,0,0,0,0.5,0,0,0,0,-999
D2,rand,-0.51428574,14,12.256312,1.5309321,7.0201111,38.061481,26.400152,32.700245,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,0
D2,rand,-2.1816797,109,8.1492176,2.3833306,4.7966781,35.404659,28.407896,33.190002,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,1.2170079
D2,rand,-2.3499222,0,7.1299868,1.4119819,4.1394463,34.311954,28.185543,31.642769,1,1,1,0,0,0,0,2,5,0,0.2,0.2,0.2,0,0,0,0,0.4,0,-999
D2,rand,-0.12727273,0,2.0366566,2.0366566,2.0366566,35.07877,34.561634,34.820202,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-2.3110116,0,6.5813727,6.5813727,6.5813727,38.196903,33.167267,35.682087,1,1,0,0,0,0,0,0,2,0,0.5,0.5,0,0,0,0,0,0,0,-999
D2,rand,-2.4875605,11,5.2824488,2.3833306,3.5019169,37.130318,34.667515,35.872791,2,0,2,0,0,0,0,1,5,0,0.4,0,0.4,0,0,0,0,0.2,0,0
D2,rand,-0.22499999,148,5.1979485,1.1966788,3.3349564,32.021828,27.234291,29.091236,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,1.2408478
D2,rand,-0.1,0,6.4824371,6.4824371,6.4824371,40.521481,34.90012,37.7108,1,0,1,0,0,0,0,0,2,0,0.5,0,0.5,0,0,0,0,0,0,-999
D2,rand,-3.2071023,0,2.1804428,2.1804428,2.1804428,34.624256,33.413342,34.018799,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,-999
D2,rand,-1.8520854,11,4.7902937,2.4125791,3.0241921,34.380592,29.731659,32.390224,1,1,2,0,0,0,0,1,5,0,0.2,0.2,0.4,0,0,0,0,0.2,0,0
D2,rand,-0.66153848,1,2.9249251,0.5659523,2.0434296,36.834751,34.576134,35.676575,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,0
D2,rand,-0.58095241,1,13.889712,1.5303203,7.8035941,40.482044,29.165495,33.765015,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,0
D2,rand,-1.3435172,7,4.7644296,1.0788563,2.8649333,38.032242,34.125782,35.665485,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,1,3.1224241
D2,rand,-0.76525861,0,5.6450219,0.52089733,3.0360031,35.279682,30.590181,32.031551,2,0,0,0,1,0,0,1,4,0,0.5,0,0,0,0.25,0,0,0.25,0,-999
D2,rand,-0.53750002,0,10.904739,1.921172,5.4298077,35.096062,27.843847,32.56517,3,0,1,0,1,0,0,0,5,0,0.6,0,0.2,0,0.2,0,0,0,0,-999
D2,rand,-0.25999999,0,10.060388,2.3220081,5.81429,39.502201,31.679218,35.598301,3,0,0,0,0,0,1,1,5,0,0.6,0,0,0,0,0,0.2,0.2,0,-999
D2,rand,-1.1076924,0,11.266167,0.89901388,7.0785961,39.959953,30.757116,35.18251,2,2,1,0,0,0,0,0,5,0,0.4,0.4,0.2,0,0,0,0,0,0,-999
D2,rand,-2.1008506,0,7.0952015,1.5690701,3.8020024,35.771591,29.661697,32.126255,0,1,1,0,3,0,0,0,5,0,0,0.2,0.2,0,0.6,0,0,0,0,-999
D2,rand,-2.394315,15,7.2257648,1.4874882,4.0161304,33.129776,28.351967,30.761543,4,0,0,0,1,0,0,0,5,0,0.8,0,0,0,0.2,0,0,0,0,0
D2,rand,-2.4146879,1,3.9357738,1.4377197,2.4423237,36.284611,33.867203,34.92527,3,0,0,0,2,0,0,0,5,0,0.6,0,0,0,0.4,0,0,0,0,0
D2,rand,-0.97894734,9,3.6963987,1.3620507,2.2271554,37.149979,34.509892,35.573128,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-1.0599999,2,13.969791,1.4440464,8.9166403,41.788242,27.930452,35.587467,4,0,0,0,1,0,0,0,5,0,0.8,0,0,0,0.2,0,0,0,0,0
D2,rand,-0.22352941,3,7.5616693,1.2511156,3.971303,35.807804,29.345913,34.213039,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
D2,rand,-0.34049502,1,6.7624817,1.064622,4.0650797,35.859318,29.746082,33.354172,3,0,0,0,2,0,0,0,5,0,0.6,0,0,0,0.4,0,0,0,0,0
D2,rand,-0.64285713,0,7.3845944,1.9353992,3.7647712,33.133812,27.018091,29.144651,0,0,1,0,3,0,0,1,5,0,0,0,0.2,0,0.6,0,0,0.2,0,-999
D2,rand,-0.15000001,0,6.1847792,1.5302578,3.5682774,31.539555,27.018091,29.709221,3,0,1,0,0,0,1,0,5,0,0.6,0,0.2,0,0,0,0.2,0,0,-999
D2,rand,-0.84166664,1,8.8758249,0.86762261,4.9525027,35.171299,28.425333,31.791588,3,2,0,0,0,0,0,0,5,0,0.6,0.4,0,0,0,0,0,0,0,0
D2,rand,-0.20666666,0,3.7889721,1.7745852,2.6784503,37.02792,34.834473,35.747749,3,0,0,0,0,0,0,1,4,0,0.75,0,0,0,0,0,0,0.25,0,-999
D2,rand,-3.2749054,30,7.6858444,1.4449173,4.2190695,37.687195,30.346937,34.046494,2,2,1,0,0,0,0,0,5,0,0.4,0.4,0.2,0,0,0,0,0,0,1.4311111
D2,rand,-2.7507551,0,6.1591883,2.2201142,4.6174383,35.283813,29.62479,32.600956,0,1,1,0,0,0,2,0,4,0,0,0.25,0.25,0,0,0,0.5,0,0,-999
D2,rand,-2.4307151,2,11.639223,2.4106381,5.9430737,39.959953,31.966059,34.431557,0,2,2,0,0,0,0,1,5,0,0,0.4,0.4,0,0,0,0,0.2,0,0
D2,rand,-0.2,0,11.536964,11.536964,11.536964,38.049675,29.129684,33.58968,1,0,1,0,0,0,0,0,2,0,0.5,0,0.5,0,0,0,0,0,0,-999
D2,rand,-3.5733478,1,5.1840982,2.0949624,3.2048471,36.06123,32.27507,34.5396,0,3,2,0,0,0,0,0,5,0,0,0.6,0.4,0,0,0,0,0,0,0
D2,rand,-4.1342406,0,10.981465,2.1699507,6.4641781,38.607708,29.94552,33.235786,0,0,1,0,3,0,0,0,4,0,0,0,0.25,0,0.75,0,0,0,0,-999
D2,rand,-0.18333334,0,10.77053,1.5309321,6.0322061,40.19783,32.309158,35.774414,2,0,1,0,0,0,0,1,4,0,0.5,0,0.25,0,0,0,0,0.25,0,-999
D2,rand,-0.49230769,0,3.3208089,2.1869249,2.7760057,36.181553,34.46336,35.519348,0,1,2,0,0,0,0,0,3,0,0,0.333333333,0.666666667,0,0,0,0,0,0,-999
D2,rand,-2.7144051,0,17.950399,3.4856727,12.06887,42.054081,27.735151,33.218346,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,-999
D2,rand,-0.28421053,0,8.0608778,1.320905,4.7091489,41.467884,34.415649,39.289116,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0.75,0.25,0,-999
D2,rand,-1.0777777,44,9.4262896,2.1980555,4.8146944,34.722042,26.691652,31.211039,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,0.71555555
D2,rand,-1.8888888,0,15.063164,2.4193058,8.2807837,40.482044,28.136944,34.070778,1,1,3,0,0,0,0,0,5,0,0.2,0.2,0.6,0,0,0,0,0,0,-999
D2,rand,-0.63877469,38,6.8217077,1.4563986,4.4082174,39.149208,32.413101,35.694447,2,0,0,0,1,1,0,1,5,0,0.4,0,0,0,0.2,0.2,0,0.2,0,0.99844962
D2,rand,-1.8856163,0,16.362219,1.2908269,7.2977691,45.274994,29.64411,33.705719,4,0,0,0,0,0,1,0,5,0,0.8,0,0,0,0,0,0.2,0,0,-999
D2,rand,-2.2723508,0,12.779629,3.7155969,8.3453064,39.541458,27.930452,33.684223,2,0,2,0,0,0,0,0,4,0,0.5,0,0.5,0,0,0,0,0,0,-999
D2,rand,-0.60000002,0,10.565476,1.3578874,6.44275,38.196903,29.605532,33.346485,2,0,0,0,0,0,0,2,4,0,0.5,0,0,0,0,0,0,0.5,0,-999
D2,rand,-0.76666665,0,7.1767941,0.77391797,4.0298929,35.237259,28.532913,30.735466,3,0,1,0,0,0,1,0,5,0,0.6,0,0.2,0,0,0,0.2,0,0,-999
D2,rand,-0.30000001,1,11.071908,1.3252476,5.6859164,38.298195,31.445671,34.872696,4,0,0,0,0,0,1,0,5,0,0.8,0,0,0,0,0,0.2,0,0,0
D2,rand,-3.0756693,4,8.6699524,1.7218574,5.200655,37.757584,29.722784,32.53067,1,1,2,0,1,0,0,0,5,0,0.2,0.2,0.4,0,0.2,0,0,0,0,1.7173333
D2,rand,-0.63636363,0,11.986312,0.73165363,5.4006281,40.805847,30.118391,33.828922,1,1,3,0,0,0,0,0,5,0,0.2,0.2,0.6,0,0,0,0,0,0,-999
D2,rand,-0.20833333,1,6.7201619,0.52248061,3.5526147,35.886665,32.10191,34.582825,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,0
D2,rand,-2.3489468,4,5.4956121,2.0359325,3.4620092,34.061611,31.440622,32.794346,2,0,1,0,1,0,0,1,5,0,0.4,0,0.2,0,0.2,0,0,0.2,0,0
D2,rand,-0.71249998,4,11.769945,1.5309494,5.5353656,40.091602,30.186172,35.165062,4,1,0,0,0,0,0,0,5,0,0.8,0.2,0,0,0,0,0,0,0,0
D2,rand,-2.8246028,0,6.8690968,1.0714018,4.006052,36.781898,30.058865,32.666,1,0,0,0,2,1,0,1,5,0,0.2,0,0,0,0.4,0.2,0,0.2,0,-999
D2,rand,-2.0105774,0,5.379221,1.5312272,3.0389845,35.886665,31.114157,34.105412,3,0,0,0,2,0,0,0,5,0,0.6,0,0,0,0.4,0,0,0,0,-999
D2,rand,-3.5946047,1,11.551662,2.3801055,6.2964487,39.799198,30.186172,37.087967,1,1,3,0,0,0,0,0,5,0,0.2,0.2,0.6,0,0,0,0,0,0,0
D2,rand,-0.75785559,0,4.0561872,1.231931,2.7648246,32.021828,28.209372,30.052116,3,1,0,0,0,0,1,0,5,0,0.6,0.2,0,0,0,0,0.2,0,0,-999
D2,rand,-0.71249998,14,3.9799645,1.3643805,2.5834658,37.149979,34.509892,35.718067,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,0.57244444
D2,rand,-0.19285715,0,14.861132,2.7904053,9.9374113,39.402405,29.012413,35.229694,2,0,0,0,0,0,0,1,3,0,0.666666667,0,0,0,0,0,0,0.333333333,0,-999
D2,rand,-0.5714286,5,10.426669,2.2364049,5.2858415,37.129528,28.566978,32.389587,2,1,1,0,0,0,0,1,5,0,0.4,0.2,0.2,0,0,0,0,0.2,0,1.4311111
D2,rand,-0.27500001,1,12.55004,0.7411437,7.1188979,36.141663,24.915276,30.882462,4,0,0,0,1,0,0,0,5,0,0.8,0,0,0,0.2,0,0,0,0,0
D2,rand,-0.13333334,37,9.5977097,2.4044137,6.1042295,36.29245,28.298038,31.61306,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0.64399999
D2,rand,-0.99166667,0,15.72438,2.5282667,8.9065905,39.238785,26.008486,31.942743,2,2,1,0,0,0,0,0,5,0,0.4,0.4,0.2,0,0,0,0,0,0,-999
D2,rand,-2.3599999,0,12.459222,12.459222,12.459222,43.379494,36.354984,39.867237,1,0,0,0,0,0,1,0,2,0,0.5,0,0,0,0,0,0.5,0,0,-999
D2,rand,-0.30000001,0,5.6267285,0.87374312,3.6433368,32.004459,26.462587,29.811068,2,0,2,0,0,0,0,1,5,0,0.4,0,0.4,0,0,0,0,0.2,0,-999
D2,rand,-4.4129224,0,6.2969513,2.198729,4.7604399,35.816788,30.031849,32.46656,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0.666666667,0,0,0.333333333,0,-999
D2,rand,-0.17777778,77,8.1945715,2.5184536,4.9752321,36.284611,28.675142,32.907841,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1.6269474
D2,rand,-4.1230621,1,10.850799,1.46463,6.6061525,41.010883,30.678062,36.124039,1,1,2,0,1,0,0,0,5,0,0.2,0.2,0.4,0,0.2,0,0,0,0,0
D2,rand,-0.94333124,3,5.9974914,2.3951981,3.8127558,33.499592,29.032034,30.915627,0,1,2,0,1,0,0,1,5,0,0,0.2,0.4,0,0.2,0,0,0.2,0,0
D2,rand,-0.57499999,48,8.2941666,0.62904769,4.6707163,35.892826,28.083513,32.243141,4,1,0,0,0,0,0,0,5,0,0.8,0.2,0,0,0,0,0,0,0,1.0928485
D2,rand,-3.1871707,0,12.602661,2.1752381,8.4351759,42.720253,31.773575,38.787502,0,1,1,0,1,0,2,0,5,0,0,0.2,0.2,0,0.2,0,0.4,0,0,-999
D2,rand,-0.28333333,0,3.3729236,3.3729236,3.3729236,30.300549,29.86581,30.083179,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,-999
D2,rand,-2.9561572,1,11.440825,2.8396437,5.8021083,37.129528,26.82707,31.276588,1,0,2,0,1,0,0,1,5,0,0.2,0,0.4,0,0.2,0,0,0.2,0,0
D2,rand,-1.917266,2,12.664129,1.4221853,7.7797599,38.207619,27.48941,33.33395,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,0
D2,rand,-0.16,12,10.720926,0.65311641,6.225194,38.940594,29.576761,34.223167,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,0
D2,rand,-1,0,12.199255,2.2364049,6.8252292,37.207542,26.874779,31.557514,0,1,4,0,0,0,0,0,5,0,0,0.2,0.8,0,0,0,0,0,0,-999
D2,rand,-0.85833335,2,5.4338713,1.708897,3.2523346,36.07259,31.034122,34.092037,3,1,0,0,0,0,0,1,5,0,0.6,0.2,0,0,0,0,0,0.2,0,0
D2,rand,-2.2763081,18,4.4436212,1.5311219,2.8404856,32.856247,29.164013,31.076485,4,0,1,0,0,0,0,0,5,0,0.8,0,0.2,0,0,0,0,0,0,0
D2,rand,-2.2,0,10.316472,1.0153359,6.0336375,34.954342,26.400152,31.785215,2,2,1,0,0,0,0,0,5,0,0.4,0.4,0.2,0,0,0,0,0,0,-999
D2,rand,-0.53529412,3,12.681623,2.1936808,6.1574173,38.233829,27.930452,34.386833,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-0.49230769,0,13.288194,2.236249,8.013608,39.840363,29.566519,35.465225,0,1,2,0,0,0,2,0,5,0,0,0.2,0.4,0,0,0,0.4,0,0,-999
D2,rand,-2.3939173,0,8.2681704,8.2681704,8.2681704,38.805149,30.757116,34.781132,1,0,1,0,0,0,0,0,2,0,0.5,0,0.5,0,0,0,0,0,0,-999
D2,rand,-2.0201244,0,13.923161,2.1850092,7.7053781,41.901615,29.398741,34.30328,0,0,1,0,4,0,0,0,5,0,0,0,0.2,0,0.8,0,0,0,0,-999
D2,rand,-0.27777779,21,4.3491254,1.5311219,2.8283608,31.182808,28.358093,29.836409,4,1,0,0,0,0,0,0,5,0,0.8,0.2,0,0,0,0,0,0,0,0
D2,rand,-0.7654916,0,11.140924,0.84160918,4.9827762,36.812424,27.505104,30.664885,1,1,3,0,0,0,0,0,5,0,0.2,0.2,0.6,0,0,0,0,0,0,-999
D2,rand,-0.21428572,0,11.653161,6.7945628,9.0414581,40.440948,29.012413,35.102856,1,0,1,0,0,0,0,1,3,0,0.333333333,0,0.333333333,0,0,0,0,0.333333333,0,-999
D2,rand,-3.4940052,0,7.3775816,2.1474376,5.0909638,39.758232,34.642544,36.952499,2,0,0,0,2,0,0,0,4,0,0.5,0,0,0,0.5,0,0,0,0,-999
D2,rand,-0.16249999,0,11.819359,1.5216072,7.5982718,36.354984,27.018091,32.874756,1,0,1,0,0,0,0,2,4,0,0.25,0,0.25,0,0,0,0,0.5,0,-999
D2,rand,-0.14666666,85,9.5550432,2.5258031,5.1202984,34.90012,28.295527,32.086323,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1.6355555
D2,rand,-0.38421053,0,2.7922413,1.0076934,2.1639774,36.054424,34.560974,35.318291,2,1,1,0,0,0,0,0,4,0,0.5,0.25,0.25,0,0,0,0,0,0,-999
D2,rand,-1.1444445,0,5.2948585,0.63353455,2.9548993,34.345947,29.731659,31.161472,2,1,0,0,0,0,0,1,4,0,0.5,0.25,0,0,0,0,0,0.25,0,-999
D2,rand,-1.9774381,0,7.5289149,7.5289149,7.5289149,38.055576,32.320801,35.18819,1,0,0,0,0,0,0,1,2,0,0.5,0,0,0,0,0,0,0.5,0,-999
D2,rand,-0.16,0,5.9581037,2.3193874,4.211153,34.754498,30.268379,32.155148,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-0.61250001,0,13.301434,1.4475175,7.9791732,42.720253,30.32592,35.674446,1,1,1,0,0,0,2,0,5,0,0.2,0.2,0.2,0,0,0,0.4,0,0,-999
D2,rand,-0.1,0,8.2847023,8.2847023,8.2847023,40.71529,32.612312,36.663799,1,0,0,0,0,0,0,1,2,0,0.5,0,0,0,0,0,0,0.5,0,-999
D2,rand,-0.15000001,0,4.3756347,4.3756347,4.3756347,32.568344,28.675142,30.621744,1,0,0,0,0,0,0,1,2,0,0.5,0,0,0,0,0,0,0.5,0,-999
D2,rand,-2.0711164,0,8.3527374,1.4117146,5.158493,37.269516,29.94552,33.238636,1,1,0,0,1,0,2,0,5,0,0.2,0.2,0,0,0.2,0,0.4,0,0,-999
D2,rand,-2.5035422,8,6.1716347,2.1325097,3.7001548,37.743275,34.309944,36.120132,3,0,1,0,1,0,0,0,5,0,0.6,0,0.2,0,0.2,0,0,0,0,0
D2,rand,-0.55000001,4,13.481269,2.1784632,8.764348,42.451389,29.532051,35.466133,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-0.61874998,4,13.269687,2.4129388,8.5433054,39.080784,28.006779,34.384869,3,1,1,0,0,0,0,0,5,0,0.6,0.2,0.2,0,0,0,0,0,0,0
D2,rand,-0.43333334,0,9.2662697,3.8974018,6.3101807,34.835278,28.425333,31.176619,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,-999
D2,rand,-0.16249999,5,12.069715,2.0327659,6.4570842,36.548244,26.462587,31.094675,3,0,2,0,0,0,0,0,5,0,0.6,0,0.4,0,0,0,0,0,0,1.4311111
D2,rand,-0.33000001,2,7.4585176,1.9961686,4.5986695,35.807804,32.11845,33.91288,2,0,0,0,0,0,2,1,5,0,0.4,0,0,0,0,0,0.4,0.2,0,0
D2,rand,-2.300725,0,5.3284421,1.1726487,3.0753706,34.076073,30.031849,32.01313,1,0,2,0,2,0,0,0,5,0,0.2,0,0.4,0,0.4,0,0,0,0,-999
D2,rand,-0.29333332,0,15.624007,1.320905,7.8224554,41.467884,27.514772,37.013607,0,0,1,0,0,0,3,1,5,0,0,0,0.2,0,0,0,0.6,0.2,0,-999
D2,rand,-0.91111112,29,6.1729608,0.9906624,3.5978506,38.049675,34.46336,35.648148,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,0.80500001
D2,rand,-0.44545454,0,13.075352,1.9798692,9.1318808,37.02792,24.915276,32.708248,0,0,1,0,1,0,0,1,3,0,0,0,0.333333333,0,0.333333333,0,0,0.333333333,0,-999
D2,rand,-0.86994773,24,5.8464837,1.4443913,3.296989,32.701424,27.015545,30.474268,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,0
D2,rand,-1.04,34,9.3369627,2.0025868,4.8688941,36.279305,28.407896,31.545534,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,0.47703704
D2,rand,-0.61666667,30,6.3546028,1.2260951,4.0692945,39.502201,34.095772,36.906754,2,2,1,0,0,0,0,0,5,0,0.4,0.4,0.2,0,0,0,0,0,0,1.2266667
D2,rand,-2.4688127,0,6.6851683,1.5388925,4.1806989,35.572239,32.702282,33.982941,0,1,3,0,0,0,0,1,5,0,0,0.2,0.6,0,0,0,0,0.2,0,-999
D2,rand,-4.5021682,0,4.5642662,0.85094827,2.7472923,32.845913,29.332611,30.831188,2,0,1,0,1,0,0,1,5,0,0.4,0,0.2,0,0.2,0,0,0.2,0,-999
D2,rand,-3.2257414,0,9.2184095,1.1796101,5.5234976,41.010883,32.323975,36.329754,1,1,1,0,2,0,0,0,5,0,0.2,0.2,0.2,0,0.4,0,0,0,0,-999
D2,rand,-2.5573146,65,7.4929733,2.4094925,4.0289249,36.8503,30.118391,33.783073,4,1,0,0,0,0,0,0,5,0,0.8,0.2,0,0,0,0,0,0,0,0.7256338
D2,rand,-0.9375,0,13.67487,0.74938643,6.1876655,38.049675,28.697794,32.877811,1,0,2,0,1,0,0,1,5,0,0.2,0,0.4,0,0.2,0,0,0.2,0,-999
D2,rand,-1.6283491,0,19.133371,2.1827269,10.565709,43.330837,28.803307,36.332836,2,0,0,0,2,0,0,1,5,0,0.4,0,0,0,0.4,0,0,0.2,0,-999
D2,rand,-0.30909091,32,10.499222,2.5207541,6.0136199,36.585026,28.351967,32.943325,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0.95407408
D2,rand,-0.6857143,0,13.638339,2.2966661,6.5199308,38.17207,29.252062,35.138744,2,1,0,0,0,0,0,2,5,0,0.4,0.2,0,0,0,0,0,0.4,0,-999
D2,rand,-0.38749999,1,11.332908,2.7587411,6.3015456,41.291084,31.028921,35.338638,3,0,1,0,0,0,0,1,5,0,0.6,0,0.2,0,0,0,0,0.2,0,0
D2,rand,-0.37272727,0,11.483787,2.2811759,5.9295597,36.812424,27.930452,33.74189,2,0,1,0,0,0,0,2,5,0,0.4,0,0.2,0,0,0,0,0.4,0,-999
D2,rand,-0.63846153,0,14.585529,1.071618,6.775454,37.884335,26.933765,30.539865,2,0,0,0,2,0,0,1,5,0,0.4,0,0,0,0.4,0,0,0.2,0,-999
D2,rand,-0.74545455,4,9.8163872,2.2014263,6.0509758,37.830078,29.722784,34.062653,0,2,3,0,0,0,0,0,5,0,0,0.4,0.6,0,0,0,0,0,0,0
D2,rand,-0.44999999,0,11.625942,2.1904263,6.5211673,37.687195,29.252062,33.348927,1,1,1,0,0,0,0,2,5,0,0.2,0.2,0.2,0,0,0,0,0.4,0,-999
D2,rand,-0.36666667,2,13.849347,1.4682047,7.8221045,38.940594,28.358093,33.665157,2,1,2,0,0,0,0,0,5,0,0.4,0.2,0.4,0,0,0,0,0,0,0
D2,rand,-1.0125,1,7.4243407,1.3300955,4.1282244,35.812389,30.32592,32.408077,1,1,2,0,0,0,1,0,5,0,0.2,0.2,0.4,0,0,0,0.2,0,0,0
D2,rand,-2.1137595,9,4.5703869,1.2731272,2.8928764,32.28828,29.741117,31.282553,1,0,3,0,1,0,0,0,5,0,0.2,0,0.6,0,0.2,0,0,0,0,0
D2,rand,-1.9623185,24,7.6402702,1.5309494,4.958581,35.856014,29.345913,32.852802,5,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0.34346667
D2,rand,-1.22,0,4.5006337,2.23294,3.2348788,35.183968,32.27507,34.371754,2,2,0,0,0,0,0,0,4,0,0.5,0.5,0,0,0,0,0,0,0,-999
D2,rand,-0.19,3,13.124535,2.6193938,7.7474809,41.294884,30.332474,35.952278,2,0,3,0,0,0,0,0,5,0,0.4,0,0.6,0,0,0,0,0,0,0
D2,rand,-0.24545455,1,12.779943,2.1915076,6.372941,36.964127,26.691652,30.064926,1,1,3,0,0,0,0,0,5,0,0.2,0.2,0.6,0,0,0,0,0,0,0
D2,rand,-0.76363635,18,5.2759919,1.4108583,3.9059255,35.665947,30.666731,33.376286,3,0,1,0,0,0,0,1,5,0,0.6,0,0.2,0,0,0,0,0.2,0,0
D2,rand,-0.50999999,0,4.4929743,2.4423788,3.2453487,35.833412,33.33168,34.789833,1,1,1,0,0,0,0,1,4,0,0.25,0.25,0.25,0,0,0,0,0.25,0,-999
D2,rand,-0.13333334,0,6.0389547,3.8402002,4.6818309,34.835278,31.829081,32.983742,1,0,2,0,0,0,0,0,3,0,0.333333333,0,0.666666667,0,0,0,0,0,0,-999
